Group Name,Occupation,Country,Expertise areas,Previous Involvement,Previous Training in Teaching,Previous Experience in Teaching
,postdoc,US,"Genetics, genomics, bioinformatics",learner,None,None
group_name,postdoc,US,,,None,A few hours
group_name,grad,US,,,A workshop,A few hours
group_name,grad,US,,,None,None
group_name,grad,US,"Economics/business, Mathematics/statistics, Social sciences",,None,None
,support,US,Library and information science,learner,Other,Other
group_name,grad,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,None,Other
,grad,US,"Civil, mechanical, chemical, or nuclear engineering",,None,A few hours
group_name,support,NZ,"Computer science/electrical engineering, Library and information science",,None,None
group_name,research,ZA,Humanities,,None,None
group_name,librarian,US,"Humanities, Library and information science, Planetary sciences (geology, climatology, oceanography, etc.), Social sciences",,Other,Primary instructor for a full course
group_name,faculty,US,Social sciences,learner,A certification or short course,Primary instructor for a full course
group_name,faculty,US,"Chemistry, Civil, mechanical, chemical, or nuclear engineering, Physics",,A certification or short course,Primary instructor for a full course
,research,SG,"Civil, mechanical, chemical, or nuclear engineering, Genetics, genomics, bioinformatics",,A few hours,Primary instructor for a full course
group_name,support,US,High performance computing,,None,None
,support,US,High performance computing,learner,None,None
group_name,faculty,US,"Genetics, genomics, bioinformatics",helper,A workshop,Primary instructor for a full course
group_name,grad,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",learner,A few hours,A few hours
group_name,grad,US,,learner,A workshop,None
group_name,support,US,"Genetics, genomics, bioinformatics, High performance computing, Organismal biology (ecology, botany, zoology, microbiology)",,Other,None
group_name,grad,US,"Genetics, genomics, bioinformatics",,A certification or short course,Primary instructor for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics",learner,None,Other
group_name,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,None,None
group_name,grad,US,Computer science/electrical engineering,,None,None
group_name,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A workshop,Other
,grad,US,"Planetary sciences (geology, climatology, oceanography, etc.)",learner,Other,Primary instructor for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,None
group_name,faculty,US,"Physics, Planetary sciences (geology, climatology, oceanography, etc.)",helper,A certification or short course,Primary instructor for a full course
,grad,US,Economics/business,learner,A workshop,None
group_name,faculty,US,"High performance computing, Mathematics/statistics, Physics",,A workshop,A few hours
,grad,US,,,A few hours,A few hours
group_name,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A full degree,Primary instructor for a full course
group_name,postdoc,US,"Genetics, genomics, bioinformatics",,None,A few hours
,undisclosed,US,"Genetics, genomics, bioinformatics",,A few hours,A few hours
group_name,postdoc,UM,"Genetics, genomics, bioinformatics",,None,Other
group_name,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",,None,Primary instructor for a full course
group_name,grad,US,"High performance computing, Mathematics/statistics, Physics",learner,A few hours,A few hours
group_name,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
group_name,research,GB,"High performance computing, Physics",,None,A few hours
group_name,research,GB,"Planetary sciences (geology, climatology, oceanography, etc.)",helper,None,A few hours
group_name,research,GB,"High performance computing, Physics","helper, organizer",A certification or short course,Primary instructor for a full course
group_name,research,GB,"High performance computing, Mathematics/statistics, Physics",helper,A certification or short course,Primary instructor for a full course
group_name,research,GB,"Civil, mechanical, chemical, or nuclear engineering, High performance computing, Physics",helper,None,A few hours
,librarian,US,"Genetics, genomics, bioinformatics, Library and information science, Organismal biology (ecology, botany, zoology, microbiology)",learner,Other,Other
group_name,,NZ,"Organismal biology (ecology, botany, zoology, microbiology)",,None,None
,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,Other
group_name,,US,Computer science/electrical engineering,,None,A few hours
group_name,faculty,US,"Physics, Space sciences",learner,None,None
group_name,faculty,ZA,"Humanities, Social sciences",learner,A workshop,Primary instructor for a full course
group_name,postdoc,ZA,"Genetics, genomics, bioinformatics",learner,A certification or short course,Primary instructor for a full course
group_name,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
group_name,grad,ZA,"Chemistry, Genetics, genomics, bioinformatics, Mathematics/statistics",,A certification or short course,A few hours
group_name,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",,A workshop,A few hours
group_name,support,ZA,"Genetics, genomics, bioinformatics",,None,A few hours
,grad,ZA,"Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,None,A few hours
group_name,support,US,Library and information science,,None,None
,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,Other,Primary instructor for a full course
group_name,support,NZ,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics","helper, learner",None,A few hours
group_name,research,US,"Computer science/electrical engineering, Economics/business, High performance computing, Mathematics/statistics",,None,A few hours
group_name,postdoc,US,"Genetics, genomics, bioinformatics",learner,None,Primary instructor for a full course
,grad,MX,Mathematics/statistics,learner,None,A few hours
,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,A certification or short course,Primary instructor for a full course
group_name,grad,US,"Humanities, Psychology/neuroscience, Social sciences",,A workshop,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, High performance computing",,A few hours,Primary instructor for a full course
group_name,research,GB,"High performance computing, Mathematics/statistics, Physics","helper, learner",A workshop,A few hours
group_name,support,ZA,Computer science/electrical engineering,,None,A few hours
,support,DE,"Genetics, genomics, bioinformatics","helper, instructor, host, organizer, contributor",A certification or short course,Primary instructor for a full course
group_name,grad,US,Mathematics/statistics,learner,A few hours,Primary instructor for a full course
group_name,faculty,US,Mathematics/statistics,,A full degree,Primary instructor for a full course
group_name,grad,US,"Economics/business, Mathematics/statistics, Social sciences",,A workshop,A few hours
