Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
Canada,Faculty,,,,,,,,,,Life Sciences,,,Social Sciences,,1,More than 1 year ago,,,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,,,,Became a Carpentry instructor.,,,,Contributed to a Carpentry lesson.,,Participated in an in-person short course.,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
Canada,Graduate Student,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
USA,Faculty,,,,,,,,,Library Sciences,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,Less than once per year.,Less than once per year.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,Industry,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
USA,Postdoc,,,,,,Earth Sciences,,,,,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,,,,I had not been using tools like these.,Weekly.,I'm equally confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,I don't remember.,7
USA,Faculty,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,Yes.,10
The Netherlands,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,9
Canada,Graduate Student,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,,,,,,,,,I don't remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,Carpentry Boot Camp,Improving data management and project organization.,,,,,,,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,,I don't remember.,6
USA,Graduate Student,,,Biomedical/Health Sciences,,,,,,,,,,,Philosophy,1,6 months - 1 year ago,,Git,,,,,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,10
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,,,,,,,,,,,,Information sciences,1,0-6 months ago,,,,,OpenRefine,,R,,SQL,,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,none,,,,,,,none,No.,7
USA,Industry,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Several times per year.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,Biomedical/Health Sciences,,,,Engineering,,,,,,,,1,6 months - 1 year ago,,,,,,,R,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Daily.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,I don't remember.,7
South Africa,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,6 months - 1 year ago,,,,,,,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm less confident now.,,,,,I am not using the tools I learned.,,No.,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Attended at least one community call.,,,,,,,,Participated in an in-person short course.,,,,,,,No.,5
New Zealand,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,R,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,,,,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,I don't remember.,7
The Netherlands,Graduate Student,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,Yes.,7
Sweden,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,Using other people's code on for example GitHub,Weekly.,Weekly.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Faculty,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Monthly.,Monthly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,,,,,Joined a committee.,,,,,,,Participated in a Meetup.,,,,,Yes.,8
Canada,Industry,,Agricultural or Environmental Sciences,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,Participated in an in-person short course.,,,,,Used non-Carpentry self-guided material.,,Yes.,9
Australia,Industry,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Several times per year.,Monthly.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,10
New Zealand,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,2,6 months - 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,,,,,,I had not been using tools like these.,Several times per year.,I'm equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,8
Canada,,Government Employee,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,7
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,I don't remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faculty,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,,,,,,,Daily.,Daily.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,No.,5
USA,Faculty,,,,,Computer Science,,,Humanities,,,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,Using version control to manage writing projects.,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,They have helped me to reshape my workflow into a far more efficient and robust process.,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
USA,Industry,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Subscribed to the newsletter.,,,,,,,,,,,Participated in a Meetup.,,,Used non-Carpentry self-guided material.,pluralsight.com,Yes.,9
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Faculty,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,Participated in an in-person short course.,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,Yes.,8
