Date,WhenTaking,MemberSite,MemberSiteOther,UniqueID,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,NewInformation,LiveCodingPostAbility,WebsitePostAbility,ConceptMapsPostAbility,MCQPostAbility,LearningObjectivesPostAbility,KnowledgeFormativeAssessmentPost,KnowledgeFeedbackPost,KnowledgeNovicePost,KnowledgeHumanMemoryPost,KnowledgeCognitiveLoadPost,KnowledgeCarpentriesPost,KnowledgeMotivationStrategiesPost,MotivationFormativeAssessmentPost,MotivationFeedbackPost,MotivationNovicePost,MotivationHumanMemoryPost,MotivationCognitiveLoadPost,MotivationCarpentriesPost,MotivationMotivationStrategiesPost,CompleteTraining,CompleteTrainingOther,LikelyToRecommend,Workshop ID
6/28/18 17:40,"I have just completed the training, and am taking it at the event",JUNE 27-28 (Online),,1ka119,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Slightly fast,Slightly too much hands-on,Often,All of the time,Often,Often,Some of it,Moderately able,Neutral,Neutral,Extremely able,Extremely able,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,More motivated,More motivated,No change in motivation,More motivated,More motivated,"Yes, I understand",,8,
6/28/18 17:39,"I have just completed the training, and am taking it at the event",JUNE 27-28 (Online),,1dalym,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Just right,Slightly too much lecture,Sometimes,Sometimes,Sometimes,Sometimes,About half of it,Neutral,Neutral,Neutral,Neutral,Neutral,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,Could use some more details,,6,
6/28/18 17:30,"I have just completed the training, and am taking it at the event",JUNE 27-28 (Online),,1hydun,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,Often,All of it,Moderately able,Extremely able,Neutral,Moderately able,Neutral,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,Much more motivated,Much more motivated,More motivated,More motivated,More motivated,Much more motivated,"Yes, I understand",,8,
6/28/18 17:34,"I have just completed the training, and am taking it at the event",JUNE 27-28 (Online),,1arwas,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Slightly too much hands-on,All of the time,All of the time,All of the time,All of the time,All of it,Extremely able,Moderately able,Moderately able,Neutral,Moderately able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,No change in motivation,Much more motivated,More motivated,More motivated,Much more motivated,"Yes, I understand",,10,
6/26/18 19:47,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,2masou,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,Extremely able,Slightly able,Moderately able,Moderately able,Extremely able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,"Yes, I understand",,10,
6/26/18 19:47,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1mamar,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,Extremely able,Moderately able,Moderately able,Extremely able,Moderately able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,Much more motivated,No change in motivation,More motivated,More motivated,More motivated,Much more motivated,"Yes, I understand",,10,
6/26/18 19:45,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,0dudra,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,Extremely able,Extremely able,Extremely able,Extremely able,Extremely able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,Much more motivated,More motivated,"Yes, I understand",,10,
6/26/18 19:44,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,,Agree,Agree,Agree,Agree,,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,About half of it,Moderately able,Slightly able,Slightly able,Moderately able,Moderately able,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,No change in motivation,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,8,
6/26/18 19:45,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1syeas,Neither Agree nor Disagree,Agree,Agree,Agree,,Agree,Too slow,Slightly too much lecture,Often,All of the time,Often,Often,Most of it,Moderately able,Moderately able,Moderately able,Neutral,Neutral,Some knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,Could use some more details,,7,
6/26/18 19:43,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1cadav,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Extremely able,Extremely able,Extremely able,Extremely able,Extremely able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,Much more motivated,More motivated,More motivated,More motivated,Much more motivated,Much more motivated,"Yes, I understand",,10,
6/26/18 19:42,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,5revis,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Slightly fast,Slightly too much lecture,Sometimes,Often,Often,All of the time,About half of it,Moderately able,Moderately able,Moderately able,Neutral,Neutral,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,No change in motivation,More motivated,Much more motivated,Much more motivated,Much more motivated,"Yes, I understand",,8,
6/26/18 19:42,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,2pow20,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,Moderately able,Extremely able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,"Yes, I understand",,7,
6/26/18 19:45,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,3pobee,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,Not at all able,Not at all able,Moderately able,Extremely able,Extremely able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,Much more motivated,No change in motivation,"Yes, I understand",,6,
6/26/18 19:42,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1nemap,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Most of it,Moderately able,Moderately able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,Much more motivated,Much more motivated,"Yes, I understand",,9,
6/26/18 19:41,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,3walay,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,Moderately able,Extremely able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,"Yes, I understand",,8,
6/26/18 19:42,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1HA8th,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,Moderately able,Moderately able,Extremely able,Extremely able,Extremely able,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,10,
6/26/18 19:44,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,1sevst,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Extremely able,Extremely able,Moderately able,Extremely able,Extremely able,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,No change in motivation,More motivated,Much more motivated,Much more motivated,"Yes, I understand",,9,
6/26/18 19:43,"I have just completed the training, and am taking it at the event",JUNE 25-26 (UC Davis),,3dasha,Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Extremely able,Moderately able,Extremely able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,No change in motivation,More motivated,No change in motivation,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,10,
